Company	Page	Sentence	Drop_Reason
Keurig Dr Pepper	16	DESIGN & INNOVATION • Material Reduction & Efficiencies • Packaging Optimization for Recyclability, Compostability & Reuse • Alternatives to Virgin Plastic ADVOCACY, INFRASTRUCTURE & PARTNERSHIPS • EPR Programs • Recycler & Community Engagement • Consumer Education & Access to Recycling, Composting & Reuse RESOURCE RECOVERY • Waste Reduction in our Operations • Take-Back Programs • Strengthening End Markets for Recycled Materials PACKAGING & CIRCULAR ECONOMY STRATEGY Management Approach KDP’s cross-functional teams across all geographies, including Procurement, R&D, Packaging Innovation, Operations, Government Affairs and Sustainability, collaborate to advance our packaging and circular economy goals.	length
Keurig Dr Pepper	16	We leverage third-party design standards and guidelines, such as the Association of Plastic Recyclers (APR) Design Guide® for Plastics Recyclability, to inform our packaging’s compatibility with recycling infrastructure against industry accepted criteria.	not_assertion
Keurig Dr Pepper	16	We track and measure the impact of our efforts by reporting them through organizations including the Global Commitment, led by the Ellen MacArthur Foundation (EMF) in collaboration with the UN Environment Programme, the Canada Plastics Pact and World Wildlife Fund (WWF)’s ReSource: Plastic.	activity_report
Keurig Dr Pepper	16	We also work with regulatory agencies to meet and report on various packaging compliance regulations across North America, such as EPR programs, Deposit Return Systems (DRS) and minimum recycled content requirements in place in certain jurisdictions.	not_assertion
Keurig Dr Pepper	16	We continue to update and modernize our technology and data reporting systems so we can optimize our measurement and reporting for compliance and regulatory requirements.	not_assertion
Keurig Dr Pepper	16	To further support consumers, we now offer a take-back recycling program intended for consumers who live in communities where Keurig K-Cup pods are not currently accepted for recycling.	not_assertion
Keurig Dr Pepper	16	To help close the loop of the circular economy, we help strengthen end markets for recycled materials by purchasing and incorporating PCR content where we can across our packaging portfolio and in our coffee makers.	not_assertion
Keurig Dr Pepper	16	2024 KEURIG DR PEPPER IMPACT REPORT 16 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	17	Ongoing Challenges • Balancing the availability, quality and cost of more sustainable materials, including PCR plastics, with the current state of recycling and refillable packaging infrastructure • Navigating a varied and fragmented policy and regulatory landscape for compliance and reporting that is evolving at a state and provincial level in the geographies where KDP operates • Improving consumer access and affordability to products that use more sustainable materials, with particular attention to the recyclability or reuse of product packaging and reconciling impact trade offs that occur at different stages of a product and package’s lifecycle • Collaborating to scale infrastructure and recycling solutions for flexible packaging Future Opportunities • Accelerating the rollout of innovative products, and packaging and reuse solutions that reduce or eliminate plastic, reduce virgin plastic use or increase the value and availability of recycled materials • Partnering to encourage reusable packaging options where they make the most sense • Working with organizations like Circular Materials in Canada and Circular Action Alliance in the U.S. to harmonize EPR programs which will ultimately drive efficiencies, increase access to and enhance the performance of recycling programs • Engaging consumers to encourage increased participation in recycling, composting and reuse behaviors A NOTE ON THE EVOLUTION OF “RECYCLABLE” IN THE U.S. With the implementation of packaging regulations like EPR in the U.S., the term “recyclable” is increasingly being defined by law as opposed to industry or NGO standards.	length
Keurig Dr Pepper	17	However, there is currently no harmonized, national definition of the term “recyclable.” KDP discloses our percentage of “recyclable” products according to the following definition: “Packaging for which design is not a barrier to the packaging being successfully collected, sorted and reprocessed into another material, a product component or a recycled raw material.	length
Keurig Dr Pepper	17	We likewise consider plastic packaging to be ‘recyclable’ if it is deemed ‘recyclable with detrimental features’ by the APR.” The EMF Global Commitment definition of “recyclable” plastic packaging differs slightly from the KDP definition and states that: “A packaging material or component is ‘recyclable’ if its post- consumer collection, sorting, and recycling is proven to work in practice and at scale.” KDP discloses the percentage of products that we produce that meet both the KDP definition as well as the EMF definition.	length
Keurig Dr Pepper	17	As states begin implementation of EPR programs, each state may vary in terms of the products they accept in their recycling programs and thus deem “recyclable” with some programs applying recycling rate requirements to determine recyclability.	not_assertion
Keurig Dr Pepper	17	Overall, we find a common theme across most definitions of “recyclable”: that the package should be designed in a way that is compatible with recycling systems, that there are collection systems in place, that the material can be effectively sorted and there are end markets in place to accept the recycled material.	length
Keurig Dr Pepper	17	Given these varying but similar definitions of “recyclable,” it is important to be clear on how we define our recyclability performance metric and measure our progress.	not_assertion
Keurig Dr Pepper	17	Read more: Climate & Nature Action Corporate Governance & Ethics Glossary Our Impact Water Use & Stewardship 2024 KEURIG DR PEPPER IMPACT REPORT 17 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	18	We are proud of the progress we have made in packaging design as well as infrastructure advancement and resource recovery via collective action.	general_statement
Keurig Dr Pepper	18	To summarize, we will report progress on the following key metrics in our 2025 Impact Report: • Percentage of packaging that is designed for recyclability, compostability or reuse • Percentage of virgin plastic usage across our packaging portfolio • Percentage of PCR across our primary plastic packaging • Percentage of manufacturing waste diverted from landfill In addition, we will continue to work with regulatory agencies to meet and report on various packaging compliance regulations across North America, such as EPR programs, DRS and minimum recycled content requirements in place in certain jurisdictions.	length
Keurig Dr Pepper	18	Our manufacturing network that produces coffee maintained a diversion rate of 98%.	not_assertion
Keurig Dr Pepper	18	**Category includes filters, high-density polyethylene (HDPE), foam and aseptic carton.	not_assertion
Keurig Dr Pepper	18	2024 PACKAGING MIX* 3% Refillable Glass Bottles Flex Packaging 3% Other** 4% Polypropylene 7% Non- Refillable Glass Bottles 8% Aluminum & Steel 14% PET Bottles 27% Paper/ Cardboard 34% Read more: Goal Methodology & Progress Summary Glossary Data Table KDP Impact Commitments Summary 2024 KEURIG DR PEPPER IMPACT REPORT 18 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	19	K-Rounds pods are created from roasted coffee beans that are ground, pressed and wrapped in a proprietary, protective plant-based coating preserving the coffee’s flavor and aroma.	not_assertion
Keurig Dr Pepper	19	We are currently in the beta testing phase, using a prototype brewer to gather insights from real- world homes and consumers that will help us fine- tune the performance, quality and design of the system.	not_assertion
Keurig Dr Pepper	19	Located in Spartanburg, South Carolina, this facility is one of the largest Green Globes certified manufacturing facilities in the world.	not_assertion
Keurig Dr Pepper	19	Refill-Reuse Pilot KDP and the Chicago Bears collaborated with the Soldier Field site operator ASM Global, the Soldier Field hospitality partner Levy and the reusable drink and foodware logistics company Bold Reuse in Fall 2024, to launch a unique reusable cup program in the United Club at Soldier Field, one of the first in the National Football League (NFL).	length
Keurig Dr Pepper	19	Over the course of the five game pilot, results for the 16 oz.	not_assertion
Keurig Dr Pepper	19	and 20 oz.	length
Keurig Dr Pepper	19	cups indicated that the longer consumers had exposure to the reusable program the more comfortable they were in using it.	not_assertion
Keurig Dr Pepper	19	Key impact highlights included: single use cups and 337 pounds of waste eliminated 7,096 net new labor hours generated ZERO return rates increased overall from the first game, peaking at 63% after three games and ending with an overall average return rate of 47% 47% 2024 KEURIG DR PEPPER IMPACT REPORT 19 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	20	ENGAGING THROUGH ADVOCACY, INFRASTRUCTURE & PARTNERSHIPS Well-Designed EPR Programs We advocate for policies at all levels of government to accelerate the development of a circular economy for packaging materials, particularly for the modernization and standardization of recycling and industrial composting infrastructure.	not_assertion
Keurig Dr Pepper	20	• Canada: We have been engaged with leading Producer Responsibility Organizations and regulators that are responsible for the implementation of expanded municipal recycling programs across the country.	not_assertion
Keurig Dr Pepper	20	This work has led to the acceptance of K-Cup pods into Canadian province-run recycling programs in Ontario and Quebec.	not_assertion
Keurig Dr Pepper	20	• U.S.: KDP played a key role in launching the country’s first Producer Responsibility Organization, Circular Action Alliance, and is the only organization approved to implement U.S. EPR laws for paper and packaging and is operating as the sole Producer Responsibility Organization in California, Colorado, Maryland, Minnesota and Oregon.	length
Keurig Dr Pepper	20	In 2024, we also joined forces with other consumer packaged goods producers and retailers through the EPR Leadership Forum to advocate for well- designed EPR for packaging in the U.S. Municipal Recycling Facilities Engagement We work directly with recycling facility operators in specific communities to encourage acceptance of our packaging materials and to understand opportunities for technology improvements.	length
Keurig Dr Pepper	20	In 2024, we continued our efforts by working collaboratively through programs like The Recycling Partnership’s Polypropylene Coalition and American Beverage Association’s Every Bottle Back initiative to award grant funding to specific facilities and communities with the aim to improve infrastructure, capacity and education to ultimately improve access to recycling.	length
Keurig Dr Pepper	20	Consumer Education & Access Each individual community recycling program in the U.S. has a unique list of materials and formats that they accept for recycling.	not_assertion
Keurig Dr Pepper	20	This lack of recycling acceptance harmonization has resulted in inconsistencies across municipalities in both what consumers can recycle and how that information is communicated to consumers.	not_assertion
Keurig Dr Pepper	20	In early 2025, we sponsored the I Recycle Phoenix event, hosted by Keep Phoenix Beautiful.	not_assertion
Keurig Dr Pepper	20	More than 1,000 cars participated in this drive-through recycling initiative, where Phoenix residents dropped off items ranging from old electronics and building materials to bicycles and soft plastic bags.	not_assertion
Keurig Dr Pepper	20	SUPPORTING RESOURCE RECOVERY In 2024, we implemented programs to assist consumers in their efforts to give a second life to products, an important step toward transitioning to a circular economy.	activity_report
Keurig Dr Pepper	20	In fact, we have co-founded three organizations that amplify both dollars and action to enhance recycling infrastructure and educate consumers on proper recycling behaviors.	not_assertion
Keurig Dr Pepper	20	American Beverage Association’s Every Bottle Back Initiative: At year-end 2024, commitments made in 50 communities across the U.S. to modernize recycling facilities are estimated to yield 707 million additional pounds of PET plastic to be recycled over the next 10 years, which equates to approximately a 3% increase of additional recycled PET plastic over that time period.	length
Keurig Dr Pepper	20	Circular Plastics Taskforce: In 2024, 30 circularity leaders from across the country mobilized to advance the circular economy in Canada.	not_assertion
Keurig Dr Pepper	20	This new offering builds on our existing program that offers recycling and composting services for high- volume commercial operations, such as offices, universities and healthcare facilities.	not_assertion
Keurig Dr Pepper	20	These take-back programs help participants return their used K-Cup pods to be processed for recycling.	not_assertion
Keurig Dr Pepper	20	Read more here and here.	not_assertion
Keurig Dr Pepper	20	Van Houtte Coffee Services, a Canadian subsidiary of KDP, also refurbished more than 37% of the total units sold the same year.	not_assertion
Keurig Dr Pepper	20	Read more: Glossary Our Impact 2024 KEURIG DR PEPPER IMPACT REPORT 20 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	21	HUMAN RIGHTS, RESPONSIBLE SOURCING & SUPPLY CHAIN LIVELIHOODS Working to safeguard social and environmental protections and support economic resilience in order to build a reliable and secure supply chain for the long term.	navigation
Keurig Dr Pepper	21	KEY HIGHLIGHTS • 100% of coffee was responsibly sourced in 20248 • 100% of cocoa was responsibly sourced in 2024 • Largest buyer of Fair Trade USA certified coffee for our owned and partner brands in 2024 • 93% of our in-scope Tier 1 suppliers and select Tier 2 suppliers for brewers met or exceeded expectations per KDP’s Supplier Rating System for Factories • Expanded our responsibly sourced audit program to include high-intensity sweeteners in 2024 • Supported 8,570 farmers and workers in our coffee supply chain9 with the aim to improve their economic resilience per KDP’s Livelihoods Ambition Monitoring and Evaluation Guide Read more: Goal Methodology & Progress Summary 2024 KEURIG DR PEPPER IMPACT REPORT 21 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	22	Strategy We aim to use our buying power for good through responsible sourcing actions in specific supply chains and strategic work with key suppliers.	not_assertion
Keurig Dr Pepper	22	Central to our work is the recognition that we have a responsibility to uphold and promote human rights for all people and communities impacted by our operations and business activities and, through our procurement practices, we aim to create a dynamic supply chain and support growth in communities by working with a variety of suppliers.	length
Keurig Dr Pepper	22	In addition, the work we do is intended to position workers and farmers within our value chain to contribute to positive outcomes, such as boosting personal and community well-being and mitigating and adapting to climate change, when they have economic stability and access to financial opportunities.	length
Keurig Dr Pepper	22	We recognize that interconnected social and environmental issues require holistic solutions, including shared investment and collaboration with a variety of stakeholders.	activity_report
Keurig Dr Pepper	22	Partnerships with key producer organizations, suppliers and contract manufacturers, nonprofit organizations and governments are a critical component to our approach.	not_assertion
Keurig Dr Pepper	22	Ongoing Challenges • Mitigating the risks to agriculture, food systems and communities resulting from climate change, adverse weather conditions and local economic and political conditions • Navigating increased demands from stakeholders on the traceability of certain raw materials • Managing the economic pressures that are driving up the cost of production for all players in value chains, but especially for raw materials and supplies such as quality coffee and cocoa Future Opportunities • Expanding our responsible sourcing strategies to additional inputs that meet our priority input criteria • Applying learnings gathered from our social impact investments to strengthen and refine our approach to supporting the economic resilience of farmers and workers in key parts of our value chain • Exploring public-private partnerships that support grievance mechanisms and interventions related to labor protections in key supply chains Read more: Management Approach KDP’s cross-functional teams, including Procurement, Operations, Sustainability, R&D, Human Resources and Legal, collaborate on our approach to source materials and agricultural inputs that meet our established quality requirements, advance sustainability goals and uphold our commitment to human rights throughout our value chain.	length
Keurig Dr Pepper	22	HUMAN RIGHTS, RESPONSIBLE SOURCING & SUPPLY CHAIN LIVELIHOODS STRATEGY Respect for the Human Rights of People & Communities Where We Operate KDP has established several policies and statements that reinforce our commitments.	navigation
Keurig Dr Pepper	22	These include KDP’s Corporate Code of Conduct, Supplier Code of Conduct, Brazilian Coffee Purchasing Policy, Conflict Minerals Policy and Forced Labor and Child Labor Statement.	not_assertion
Keurig Dr Pepper	22	Our Human Rights Position Statement covers topics including discrimination and humane treatment, freedom of association and collective bargaining, child labor, working hours, wages and benefits, among others.	not_assertion
Keurig Dr Pepper	22	We provide a grievance mechanism open to employees and communities in our supply chain.	not_assertion
Keurig Dr Pepper	22	We encourage stakeholders to report any violations or ethical concerns without delay and without fear of reprisal or concern for retaliation.	not_assertion
Keurig Dr Pepper	22	More information can be found in our Corporate Code of Conduct and Supplier Code of Conduct.	not_assertion
Keurig Dr Pepper	22	Climate & Nature Action Corporate Governance & Ethics Glossary Our Impact Responsible Sourcing of our Priority Inputs Economic Resilience of Farmers & Workers in Key Parts of our Value Chain 2024 KEURIG DR PEPPER IMPACT REPORT 22 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	23	2024 Progress We are committed to responsibly sourcing our brewers and priority inputs.	not_assertion
Keurig Dr Pepper	23	Priority status is determined by the input’s importance to KDP, measured by the magnitude of spending, the social and environmental risk profile of the input and our unique opportunity for impact within the supply chain.	not_assertion
Keurig Dr Pepper	23	These tools may include risk assessments, verification or third-party certification programs, traceability systems, audits, impact investments and ongoing engagement and collaboration with strategic partners.	activity_report
Keurig Dr Pepper	23	In 2024, 0.32% of coffee was received as conventional due to irregular rain patterns delaying the crop in Uganda and logistical challenges resulting from the unavailability of the Suez Canal as a transport route.	not_assertion
Keurig Dr Pepper	23	Both of these challenges required us to purchase green coffee from the spot market to meet our demand, and there were not suitable responsibly sourced options available.	not_assertion
Keurig Dr Pepper	23	We received 100% responsibly sourced cocoa in 2024.	not_assertion
Keurig Dr Pepper	23	We recognize that there is no single tool, or combination of tools, that can completely eliminate the human rights risks associated with complex and systemic issues.	risk_description
Keurig Dr Pepper	23	That is why KDP views verification and certification systems as a valuable starting point but works to invest in impact projects in targeted areas within our supply chains.	not_assertion
Keurig Dr Pepper	23	For these factory-based inputs, we work with our processing facilities, contract manufacturers (Tier 1) and several of our Tier 2 suppliers within the brewer supply chain, to apply KDP’s Supplier Rating System12.	not_assertion
Keurig Dr Pepper	23	This evaluation structure uses a uniform methodology that enables us to align and rate our suppliers with one audit program.	not_assertion
Keurig Dr Pepper	23	In 2024, we partnered with Sustainable Food Lab to develop a new methodology, KDP’s Livelihoods Ambition Monitoring and Evaluation Guide, to measure progress.	not_assertion
Keurig Dr Pepper	23	We are proud to publish both the methodology and our first results in this report.	not_assertion
Keurig Dr Pepper	23	KDP supported improved economic resilience for 8,570 farmers and workers in our coffee supply chain by year-end 2024 across three impact programs, as described on page 24.	navigation
Keurig Dr Pepper	23	We are committed to responsibly sourcing our brewers and priority inputs.	not_assertion
Keurig Dr Pepper	23	Read more: Goal Methodology & Progress Summary Glossary 2024 Priority Inputs Apples Apple Juice Concentrate Brewers Cocoa Coffee Corn High-Intensity Sweeteners10 Tomato Paste KDP’s Livelihoods Ambition Monitoring and Evaluation Guide # of Suppliers % Performance Meets or Exceeds Expectations 104 91% Below Expectations 2 3% Not Yet Rated 6 5% Not Acceptable 1 1% 2024 Consolidated Summary of Factory Performance* *Evaluated per KDP’s Supplier Rating System Data Table KDP Impact Commitments Summary 2024 KEURIG DR PEPPER IMPACT REPORT 23 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	24	Our Work in Action SUPPORTING RESPONSIBLE SOURCING KDP celebrated the 2024 opening of KDP Brasil Global Sourcing, a new office location in the Varginha region of Brazil.	not_assertion
Keurig Dr Pepper	24	This facility serves as a center of excellence for purchasing, logistics, risk management and quality within KDP’s coffee supply chain.	not_assertion
Keurig Dr Pepper	24	Specifically, the office provides local assistance to coffee suppliers, conducts testing, quality control and hosts educational events and trainings.	not_assertion
Keurig Dr Pepper	24	These programs supplement private sector investments to support smallholder farmers to responsibly increase farm productivity within critical food supply chains, including coffee.	not_assertion
Keurig Dr Pepper	24	La Vereda Impact Sourcing Pilot Through a unique combination of innovative purchasing practices and strategic investment in yield-boosting and diversification activities, KDP and its supplier, RGC Coffee, have supported 330 coffee farmers in Colombia to achieve an average increase in net household income of 130% in 2024 among the farmers who received direct technical assistance, compared to a 2021 baseline.	length
Keurig Dr Pepper	24	This places these households well above the living income benchmark defined by the nonprofit, Verité, in 2022, and demonstrates the efficacy of combining purchases with targeted investment to drive impact.	not_assertion
Keurig Dr Pepper	24	Rwenzori Mountains Supply Development Program The Rwenzori Mountains are renowned for their high altitude, fertile soils and plentiful rainfall, which provide optimal growing conditions for arabica coffee.	not_assertion
Keurig Dr Pepper	24	However, lack of premium market access in Uganda has led to low investment in quality improvements, resulting in low and unstable income for farmers.	not_assertion
Keurig Dr Pepper	24	Since 2019, KDP has partnered with its supplier, Kyagalanyi Coffee Ltd, to support more than 8,000 farmers to achieve Rainforest Alliance certification and invest in farm- level improvements that enable sustained access to higher-paying markets, in an effort to improve economic resilience among these farmers.	not_assertion
Keurig Dr Pepper	24	Las Manos del Cafe Farmworker Prosperity Program Farmworkers are often excluded from protections offered to workers in more formal segments of the economy, leaving them vulnerable in the face of unexpected events such as medical challenges or natural disasters.	methodology
Keurig Dr Pepper	24	Read more: Our Impact The Future of Coffee 2024 KEURIG DR PEPPER IMPACT REPORT 24 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	25	CONSUMER HEALTH & WELL-BEING Supporting consumers on their health and well-being journeys and providing transparency about our marketing practices, ingredients and product safety are fundamental to our business.	not_assertion
Keurig Dr Pepper	25	KEY HIGHLIGHTS • Achieved Goal: Provided positive hydration13 in 60% of KDP products in the U.S., one year ahead of schedule • 40% of our U.S. corporate marketing budget promoted products that met the definition of positive hydration in 2024 • 7% reduction in added sugar from U.S. Refreshment Beverages since 2020 • Collaborated with retailers and dieticians to expand access to low calorie products in 160 stores across the U.S. mid-Atlantic and east coast • Continued to deliver on our commitment to not market or advertise any of our products to children • Dr Pepper Zero had the most volume sales growth out of all Dr Pepper trademarked products, including regular Dr Pepper and Diet Dr Pepper, in 2024 Read more: Goal Methodology & Progress Summary 2024 KEURIG DR PEPPER IMPACT REPORT 25 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	26	Strategy As a leading beverage company, KDP recognizes there are systemic issues relating to health, hunger and nutrition that are complex and require individual and collective action to address.	not_assertion
Keurig Dr Pepper	26	Core to our approach is working alongside community and public health organizations as well as credentialed health and well-being experts to understand needs and how KDP can support solutions.	not_assertion
Keurig Dr Pepper	26	With a company vision to provide a beverage for every need, anytime, anywhere, we are committed to offering product options within a balanced portfolio.	not_assertion
Keurig Dr Pepper	26	This means less sugar, more functionality and nutrients and smaller portion offerings.	not_assertion
Keurig Dr Pepper	26	This extends to collaborating with groups who are working to address health disparities in communities.	not_assertion
Keurig Dr Pepper	26	We continue to advocate for informed consumer decision-making by providing transparent, straightforward and easily comprehensible information on our packaging and online.	not_assertion
Keurig Dr Pepper	26	Management Approach KDP’s cross-functional teams, including Product Development, Scientific & Regulatory Affairs, Operations, Marketing, Commercial Sales, Engineering and Corporate Affairs collaborate to advance our consumer health and well-being efforts.	not_assertion
Keurig Dr Pepper	26	Specific to our positive hydration goal, as defined on page 27, we work with Partnership for Healthier America (PHA), a nonprofit committed to advancing access to nutritious food for all in America.	not_assertion
Keurig Dr Pepper	26	We also have compliance programs and review systems to implement KDP’s product safety and quality standards which are aligned to legal and regulatory requirements.	not_assertion
Keurig Dr Pepper	26	All of KDP’s products comply with applicable regulations set by the U.S. Food and Drug Administration (FDA), the Canadian Food Inspection Agency (CFIA), Health Canada (HC) and Mexico’s Federal Commission for Protection against Health Risks (COFREPRIS) and Office of the Federal Prosecutor for the Consumer (PROFECO).	length
Keurig Dr Pepper	26	In addition, we comply with the U.S. Department of Agriculture’s (USDA) Smart Snacks in School standards.	not_assertion
Keurig Dr Pepper	26	We go one step further in the U.S. by displaying voluntary front-of-pack calorie labels on many beverage containers.	not_assertion
Keurig Dr Pepper	26	For our Keurig coffee makers, rigorous development and safety processes and procedures are overseen by teams within our Global Product Organization, including the Appliance Safety Management Committee and the Appliance Product Safety Council.	governance_role
Keurig Dr Pepper	26	They include KDP’s Chemicals Management Policy, Responsible Marketing Policy, Responsible Public Policy Advocacy in the United States Policy and Supplier Code of Conduct.	not_assertion
Keurig Dr Pepper	26	Where it cannot be avoided, suppliers shall have a responsible animal testing policy and procedures in place.	not_assertion
Keurig Dr Pepper	26	KDP does not test our products on animals.	not_assertion
Keurig Dr Pepper	26	Ongoing Challenges • Expanding equitable access to low calorie/low sugar beverage options for consumers across diverse and varied markets • Combating public confusion and misinformation about ingredients and product safety • Balancing consumer taste and visual preferences with stakeholder expectations Future Opportunities • Renovating and innovating products that reduce sugar and calories and/or deliver functional benefits • Exploring in-store merchandising and marketing strategies to expand distribution of beverages that meet retailer nutrition criteria • Continuing to engage key stakeholders, including NGOs, government and public health officials and advocacy groups CONSUMER HEALTH & WELL-BEING STRATEGY Renovation, Innovation & Transparency to Empower Consumer Choice Responsible Marketing & Merchandising to Expand Access to Product Options with Low Calories, Zero Sugar or Functional Benefits Product/Ingredient Quality & Safety Read more: Corporate Governance & Ethics Our Impact Glossary 2024 KEURIG DR PEPPER IMPACT REPORT 26 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	27	2024 Progress We have committed that, by 2025, 60% of our product portfolio in the U.S. will provide positive hydration.	not_assertion
Keurig Dr Pepper	27	At year-end 2024, we achieved our goal one year ahead of schedule with 60% of our products meeting our definition of positive hydration.	not_assertion
Keurig Dr Pepper	27	We achieved this progress by continuing to expand our range of choices across our brands through innovation within KDP’s portfolio as well as investments and acquisitions with our partner brands.	not_assertion
Keurig Dr Pepper	27	We also discontinued certain products in favor of those that better meet the needs of the consumer and optimize our supply chain.	not_assertion
Keurig Dr Pepper	27	In addition to offering more products that meet our positive hydration definition, based on sales-weighted average we have reduced added sugar in U.S. Refreshment Beverages by 1.7% from 2023 and 7% since 2020.	not_assertion
Keurig Dr Pepper	27	With the achievement of our positive hydration goal in the U.S., we have been evaluating opportunities for positive impact in both the U.S. and Canada that are tailored to each distinct market reality, dynamic regulatory landscape and consumer needs.	not_assertion
Keurig Dr Pepper	27	We will continue to disclose the following metrics for the U.S. in the 2025 Impact Report: • Percentage of our product portfolio that meets our definition of positive hydration • Percentage of our marketing budget that promotes positive hydration products • Percentage of added sugar reduced from our portfolio of products (based on sales-weighted average) • Compliance with our responsible marketing policy In Canada, we have spent the past few years collaborating with industry experts and stakeholders to inform our Canadian Health & Well-Being journey.	length
Keurig Dr Pepper	27	Read more: Goal Methodology & Progress Summary Glossary Data Table A product meets the positive hydration criteria if it: provides a serving of fruits or vegetables (with no added sugar) OR is 40 calories or less per serving14 with a functional attribute15 or at least 10% Daily Value of a nutrient to encourage16.	length
Keurig Dr Pepper	27	POSITIVE HYDRATION PROGRESS 2020 54% 2021 56% 2022 57% 2023 59% 2024 60% GOAL ACHIEVED KDP Impact Commitments Summary 2024 KEURIG DR PEPPER IMPACT REPORT 27 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	28	Our Work in Action EMPOWERING CONSUMER CHOICE Renovation We renovated the formula of Bai in 2024 to improve the sweetener profile based on taste.	not_assertion
Keurig Dr Pepper	28	While the beverage remained a low calorie option with one gram of sugar per 18 fl oz., the new formula reduced the previous formula’s lingering aftertaste.	not_assertion
Keurig Dr Pepper	28	We also added additional functional ingredients, such as zinc which, in combination with Vitamin C or E, can help support a healthy immune system.	not_assertion
Keurig Dr Pepper	28	That, along with the addition of electrolytes, was in direct response to our consumers’ evolving needs for flavorful and functional hydration.	not_assertion
Keurig Dr Pepper	28	Innovation 2024 was a successful year of KDP flavor innovation.	not_assertion
Keurig Dr Pepper	28	Most notable was the popularity of Dr Pepper Creamy Coconut, our most successful limited-time-offering CSD to date, and the introduction of Canada Dry Fruit Splash Cherry, which achieved the top spot among all new CSD flavor innovations for the year17.	not_assertion
Keurig Dr Pepper	28	Both innovations included companion zero-sugar options, further expanding KDP’s extensive portfolio of sugar-free beverages.	not_assertion
Keurig Dr Pepper	28	Transparency We continued to host websites for the U.S. and Canada to provide detailed information about our products.	not_assertion
Keurig Dr Pepper	28	These websites offer comprehensive nutrition, allergen and certification information, allowing visitors to easily compare products, check compliance with USDA Smart Snacks in schools or verify Fair Trade certification and review packaging attributes such as recycled content and nutritional information for fountain beverages based on product, cup size and ice level.	length
Keurig Dr Pepper	28	EXPANDING ACCESS TO A BALANCED PRODUCT PORTFOLIO Giant Community Impact Hutch Program KDP and grocer Giant Food partnered to take over the “Healthy Hutch” incremental shelf at all 165 Giant Food stores in the U.S. in late 2024.	not_assertion
Keurig Dr Pepper	28	Over a three-month period, the Giant Foods Healthy Living team featured one of KDP’s products in the Community Impact Hutch as “Handpicked by Our Nutritionists.” Rotated monthly, the KDP product (either Core Hydration, Bai or Snapple Zero Sugar) was offered at a sale price and highlighted in the Giant Food circular as “Products that are a Better Option for Healthier Choices.” The program resulted in a sales increase of more than 80% and indicated more shoppers purchasing these options on display18.	length
