Company	Page	Claim_Text	ESG_Type	Claim_Type	Evidence_Exists	Risk_Signal
Unilever	22	A small number of manufacturing sites generate electricity, heat and steam, which is classified as renewable energy if it is from a renewable source.	E	Vague	No	Vague
Unilever	23	GHG removals, and GHG mitigation projects financed through carbon credits Unilever will not purchase carbon credits to meet our near-term targets.	E	Future Promise	No	Unsubstantiated
Unilever	23	When any of our brands do purchase carbon credits, this is considered ’beyond value chain mitigation’ and does not contribute to the achievement of Unilever’s near-term GHG reduction targets.	E	Future Promise	No	Unsubstantiated
Unilever	23	In 2025, one of our Wellbeing brands made consumer-facing claims with reference to scope 1 and 2 carbon neutrality through purchase of carbon credits, and one of our Prestige brands also purchased carbon credits.	E	Future Promise	No	Unsubstantiated
Unilever	23	In addition, while the focus of our CTAP is on emissions reductions within our value chain, we will seek to balance any unabated emissions within the scope of our net zero 2039 ambition with the same volume of purchased carbon removals from 2039.	E	Future Promise	No	Unsubstantiated
Unilever	24	Consideration of microplastics resulting from our packaging is detailed in our Resource Use and Circular Economy disclosures on page 243.	E	Vague	No	Vague
Unilever	24	However, we evaluate consumer, worker and environmental exposures through our existing ingredient and product safety assessments, ensuring that our products and the ingredient levels we use are safe by design.	S	Vague	No	Vague
Unilever	24	These practices reduce and prevent pollutant emissions and releases to air, land and water.	E	Vague	No	Vague
Unilever	24	Unilever’s Environmental Care Framework Standards (ECFWS) require sites to assess the potential for serious environmental incidents or emergency situations and implement comprehensive plans to prevent or mitigate the associated likely consequences.	E	Future Promise	No	Unsubstantiated
Unilever	24	However, our Responsible Partner Policy (RPP) expects our business partners to put in place appropriate policies, processes and procedures to address environmental issues.	G	Future Promise	No	Unsubstantiated
Unilever	24	Actions Within our own operations, Unilever drives continual improvement in relation to pollution through the ECFWS.	E	Vague	No	Vague
Unilever	24	The framework sets out steps for sites to identify and implement actions addressing pollution-related impacts.	E	Vague	No	Vague
Unilever	24	UMS training and guidance provide a framework for measurement and reporting that supports the identification and reduction of harmful materials.	S	Vague	No	Vague
Unilever	24	Sites periodically develop action plans to improve environmental performance, including pollution control.	E	Future Promise	No	Unsubstantiated
Unilever	24	We seek to minimise pollution by tracking relevant pollutants to air, water and soil, and implementing both normal operating and emergency control measures.	E	Vague	No	Vague
Unilever	24	In 2025, we launched a new global wastewater standard that defines limits for direct discharge of total organic carbon (COD) to the environment.	E	Vague	No	Vague
Unilever	24	Each relevant site performed a gap assessment against the standard and actions are in the process of being agreed where improvements are needed.	S	Vague	No	Vague
Unilever	24	We expect suppliers in our upstream value chain to meet or exceed the mandatory requirements of the RPP by implementing appropriate policies, management systems and practices.	G	Future Promise	No	Unsubstantiated
Unilever	24	We promote sustainable and regenerative agriculture practices in our supply chain through the implementation of the Sustainable Agricultural Principles (SAP) and regenerative agriculture programmes.	E	Vague	No	Vague
Unilever	24	We also require suppliers to have management plans for irrigation, pesticide and fertiliser use to avoid contamination and prevent damage to soils, ecosystems and waterways.	E	Future Promise	No	Unsubstantiated
Unilever	24	Our commitment to producing environmentally safe products is core to our decision-making on ingredient use.	E	Vague	No	Vague
Unilever	24	In some areas, our standards exceed regulatory requirements based on our environmental safety assessments or in regions where regulations are weak or poorly enforced.	S	Vague	No	Vague
Unilever	24	Unilever does not have formal targets for pollution emissions defined at a global level.	E	Future Promise	No	Unsubstantiated
Unilever	24	We monitor emissions from our sites at a local level to ensure compliance with legal requirements and permits.	E	Vague	No	Vague
Unilever	25	Each year, Unilever reviews the emissions volumes of pollutants listed in Annex II of Regulation (EC) No 166/2006 to ensure those near or above threshold levels are sampled, tested or estimated.	E	Vague	No	Vague
Unilever	25	Where laboratory results are below the detection limit, 50% of the detection limit is used in the calculations.	S	Strong	Yes	Supported
Unilever	25	For sites without sampled data, estimates are based on proxy data from sampled sites using statistical modelling reviewed by external experts or, for air pollutants from energy combustion, on published emission factors.	E	Vague	No	Vague
Unilever	25	Estimations make up circa 79% of the remaining reported pollutant emissions (2024: 94%).	E	Strong	Yes	Supported
Unilever	25	These differences are expected and have arisen as a result of key improvements in the accuracy and completeness of data collected from sampling, including more precise reporting at sites and more accurate identification of emission point types.	E	Future Promise	No	Unsubstantiated
Unilever	25	(c) Mercury in water (<0.05t) and total phosphorous in soil (17t), have been removed from our reported pollutants as they are below the reporting threshold in 2025 and not considered potentially near or above threshold levels.	E	Vague	No	Vague
Unilever	26	Actions Water consumption Within our manufacturing operations, we drive continuous improvement through the implementation and monitoring of site-level water management plans.	E	Future Promise	No	Unsubstantiated
Unilever	26	We seek to minimise water abstraction from shared resources per tonne of production, including reusing and recycling freshwater wherever practical.	E	Vague	No	Vague
Unilever	26	We continue to implement water stewardship programmes in water- stressed areas where we have manufacturing sites.	E	Vague	No	Vague
Unilever	26	■In 2025, we implemented nine additional water stewardship programmes, bringing our total to 29 active programmes (excluding one programme relating to Ice Cream) in Algeria, Argentina, Brazil, Chile, Cyprus, Egypt, India, Indonesia, Mexico, Nigeria, Pakistan, South Africa, Turkey and United Arab Emirates.	E	Vague	No	Vague
Unilever	26	Programmes focus on reducing the water footprint inside factories or replenishing water resources in the surrounding river basin.	E	Vague	No	Vague
Unilever	26	■In 2026, we will continue to onboard new sites in support of our target to implement water stewardship programmes in 100 locations in water- stressed areas by 2030.	E	Future Promise	Partial	Weak Evidence
Unilever	26	Reducing product demand To respond to changes in water access, we invest in water-smart products and formulations that deliver superior performance to our customers even in countries with high water stress.	E	Vague	No	Vague
Unilever	26	This product provides a short-cycle, low-water-use formulation.	E	Vague	No	Vague
Unilever	26	We do not have formal targets on water withdrawal in our own operations or upstream value chain.	E	Future Promise	No	Unsubstantiated
Unilever	26	Water withdrawal from our own operations is addressed through our manufacturing processes and measured against local environmental performance targets, rather than global targets.	E	Future Promise	No	Unsubstantiated
Unilever	26	Within our upstream value chain, we manage water risk through our RPP and verify compliance with its mandatory requirements and management systems as described above.	G	Vague	No	Vague
Unilever	26	Further, we do not have targets on water- smart product design.	E	Future Promise	No	Unsubstantiated
Unilever	26	Unilever’s target is to implement water stewardship programmes in 100 locations in water-stressed areas by 2030, in line with our Environmental Policy.	E	Future Promise	Partial	Weak Evidence
Unilever	26	In 2026, we will update this target to focus our impact with the aim of implementing stewardship programs for 100% of our production sites located in water-stressed areas by 2030.	E	Future Promise	Partial	Weak Evidence
Unilever	26	Programmes must be implemented within the catchment of a Unilever water-stressed location, operate in line with either the Alliance for Water Stewardship Standard or the Prabhat approach, and be approved by a Unilever authority.	E	Vague	No	Vague
Unilever	27	For sites where this information is not collected (representing 2% of water consumption), consumption is estimated based on site headcount, pallet positions and proxy data.	E	Strong	Yes	Supported
Unilever	27	Unilever sites in areas at water risk, including areas of high water stress, are identified using the World Resources Institute (WRI) Aqueduct Water Risk Atlas tool.	E	Vague	No	Vague
Unilever	28	Environmental pressures pose significant risks to supply chain stability and productivity, affecting crop yields, raw material availability and long-term sourcing strategies.	E	Vague	No	Vague
Unilever	28	These regenerative agriculture programmes build on our sustainable sourcing programmes, strengthening supplier practices and reducing risks linked to agricultural commodity dependence.	E	Vague	No	Vague
Unilever	28	For example, we support independent palm smallholders through the creation of development hubs that coordinate activities to improve farm productivity and ecosystem protection and restoration.	S	Vague	No	Vague
Unilever	28	In 2025, we began developing an updated nature strategy in line with the ACT-D (Assess, Commit, Transform, Disclose) framework that seeks to recognise and leverage the interconnected challenges of climate, biodiversity, livelihoods and pollution to ensure an integrated approach.	E	Vague	No	Vague
Unilever	28	Unilever does not have a dedicated biodiversity and ecosystem protection policy focused specifically on impacts from operational sites in or near biodiversity-sensitive areas.	E	Vague	No	Vague
Unilever	29	Actions Our actions and resources focus on four priority strategic areas and address our material nature-related impacts, dependencies and risks.	E	Vague	No	Vague
Unilever	29	We do not use biodiversity offsets within any of our actions.	E	Vague	No	Vague
Unilever	29	Regenerative agriculture In 2025, we implemented 12 new regenerative agriculture programmes, bringing our total to 34 programmes (excluding one project relating to Ice Cream) that collectively cover 254,000 hectares since 2021.	E	Strong	Yes	Supported
Unilever	29	We have plans to increase the implementation of our regenerative agriculture initiatives to more than 400,000 hectares through supplier programmes and co-investment through our Regenerative Agriculture Fund in 2026.	E	Future Promise	Partial	Weak Evidence
Unilever	29	Every project includes a range of relevant metrics covering biodiversity, climate and other ecosystem changes via our Measure, Report, Verify (MRV) framework, which generates output- and outcome-level data annually.	E	Vague	No	Vague
Unilever	29	Sustainable sourcing In 2025, we sourced 81% of our key crops sustainably; this includes 19% via purchased sustainability credits.	E	Strong	Yes	Supported
Unilever	29	Our goal is to source 95% of our key crops sustainably by 2030.	E	Future Promise	Partial	Weak Evidence
Unilever	29	This action incorporates local and Indigenous knowledge and nature-based solutions through the requirements embedded within our SAP.	E	Vague	No	Vague
Unilever	29	Deforestation-free supply chains In 2025, we exceeded 95% purchase volumes of palm oil, paper and board, tea, soy and cocoa as deforestation-free, based on Unilever’s requirements.	G	Strong	Yes	Supported
Unilever	29	This investment will further expand our independent mills and direct sourcing associated with smallholder programmes.	S	Future Promise	No	Unsubstantiated
Unilever	29	This supply chain collaboration enhances our impact and allows us to maintain and grow deforestation- free sources.	E	Vague	No	Vague
Unilever	29	We have continued to invest in the verification of suppliers against our Independent Verification Protocols, expanding the implementation of our deforestation-free sourcing programme, addressing risk, and ensuring the resilience of our supply chain and supporting ecosystems.	E	Vague	No	Vague
Unilever	29	This has resulted in suppliers participating in Unilever’s supply chain and the protection and restoration of more than 8,000 hectares of forest.	E	Strong	Yes	Supported
Unilever	29	Our deforestation-free landscape strategy also includes empowerment and inclusion of smallholders in our supply chain, through direct sourcing approaches as well as working across landscapes.	S	Vague	No	Vague
Unilever	29	In 2025, Unilever continued to increase the number of palm oil smallholder farmers across Indonesia trained in sustainable agricultural practices, with around 29,500 trained since January 2024.	S	Vague	No	Vague
Unilever	29	In addition, as part of our inclusive sourcing initiative, we have now mapped over 55,000 palm smallholder farmers, while further supporting RSPO smallholder certification across our palm supply base.	S	Vague	No	Vague
Unilever	29	Local and Indigenous knowledge is integrated into our smallholder programme at every phase, including programme design and smallholder engagement, to support comprehensive land mapping and evaluation processes.	S	Vague	No	Vague
Unilever	29	In 2026, we will further extend our deforestation-free verification programme to additional sources and suppliers, with a particular focus on independent mills.	E	Future Promise	No	Unsubstantiated
Unilever	29	We have implemented 14 programmes (excluding two projects relating to Ice Cream) in total since 2021, covering around 660,000 hectares cumulatively.	E	Strong	Yes	Supported
Unilever	29	All actions are tracked against our target of protecting and restoring 1 million hectares of natural ecosystems by 2030.	E	Future Promise	Partial	Weak Evidence
Unilever	29	Here, we actively supported programmes leveraging multi-stakeholder collaboration, such as the Coalition for Sustainable Livelihoods to protect the Leuser Ecosystem and Conservation International in the Tapanuli Selatan region.	S	Vague	No	Vague
Unilever	29	Specific actions for 2026 include scaling up our Mangrove Initiative for people, climate and nature in Ecuador, which we are delivering with Conservation International, the Green Climate Fund (GCF) and the Government of Ecuador.	E	Vague	No	Vague
Unilever	29	Policy recommendations, including scaling up incentives in support of regenerative practices, were shared with the Brazilian Government.	E	Vague	No	Vague
Unilever	29	■Climate Week NYC and COP30: The need to create a regulatory landscape that supports farmers to transition to, and maintain, regenerative approaches was further reinforced at Climate Week NYC and COP30.	E	Vague	No	Vague
Unilever	30	Our protect and restore and no-deforestation targets represent a unified approach to ecosystem intervention, aiming to address biodiversity loss risks and potential regulatory or activist challenges in areas surrounding our value chain.	E	Future Promise	No	Unsubstantiated
Unilever	30	We set targets for both our regenerative agriculture and protect and restore programmes based on exposure to land and our key crops sourcing footprint, which we estimate at 4 million hectares.	E	Future Promise	Partial	Weak Evidence
Unilever	30	By 2030, our regenerative agriculture programme aims to cover approximately 25% of the land required to grow the agricultural raw materials associated with our key crops for Unilever’s products.	E	Future Promise	Partial	Weak Evidence
Unilever	30	After achieving 97.5% deforestation-free sourcing of our five primary deforestation-linked commodities (palm oil, paper and board, tea, soy and cocoa) in 2023, we set a new goal to maintain 95% deforestation-free sourcing.	G	Future Promise	Partial	Weak Evidence
Unilever	30	Target-setting was informed by, but not aligned with, the Kunming-Montreal Global Biodiversity Framework, and all our targets can be allocated to the avoidance, minimisation, restoration, and rehabilitation layers of the mitigation hierarchy.	E	Future Promise	No	Unsubstantiated
Unilever	30	Measuring performance against this target includes the partial use of credits to address the unavailability of physically sustainable (certified) sources in some markets.	E	Future Promise	Partial	Weak Evidence
Unilever	30	These credits are compensatory and not associated with providing biodiversity improvements.	E	Vague	No	Vague
Unilever	30	Allocation to Ice Cream Implement regenerative agriculture practices: Programmes funded by or associated to an Ice Cream brand.	E	Vague	No	Vague
Unilever	31	(d) Raw materials purchased from non-sustainable sources but matched with credits representing verified sustainably sourced raw materials were 19% in 2025 (2024: 16%, 2023: 13%).	E	Strong	Yes	Supported
Unilever	31	We continued to make progress against our regenerative agriculture target, implementing 12 new programmes in 2025.	E	Future Promise	No	Unsubstantiated
Unilever	31	We plan to further scale the implementation of our initiatives through investment in our Regenerative Agriculture Fund in 2026.	E	Future Promise	No	Unsubstantiated
Unilever	31	In addition, we continued to deliver ahead of our goal to maintain 95% purchase volumes as deforestation-free.	E	Future Promise	Partial	Weak Evidence
Unilever	31	Our performance against our sustainable sourcing target is in line with expectation, as there has been a decline in some portfolios (dairy, sugar and cocoa) offset by improvements in others (starches and cereals).	E	Future Promise	No	Unsubstantiated
Unilever	31	As the majority of cocoa volumes relate to Ice Cream, we will review the scope of our targets in 2026 and update our key crops accordingly.	E	Future Promise	No	Unsubstantiated
Unilever	31	A Protected Area (PA) is a clearly defined geographical space recognised, dedicated and managed through legal or other effective means to achieve the long-term conservation of nature, along with associated ecosystem services and cultural values.	E	Vague	No	Vague
Unilever	31	(c) During the reporting period, 5 sites were transferred to Ice Cream which covered an area of 42 hectares.	E	Strong	Yes	Supported
Unilever	31	We undertook a comprehensive review of our site list to clarify ownership structures and operating status which led to a reduction in the number of sites in scope.	E	Vague	No	Vague
Unilever	32	Our policies in relation to plastic packaging encompass the reduction in our use of virgin plastics, and our policies in relation to hazardous waste encompass waste management.	E	Vague	No	Vague
Unilever	32	Unilever’s policies regarding the sustainable sourcing of raw materials are detailed in our Biodiversity and Ecosystems section on page 239.	E	Vague	No	Vague
Unilever	32	To date, we have driven the majority of our virgin plastic reduction through the use of post-consumer recycled plastic (PCR).	E	Vague	No	Vague
Unilever	32	For example, following significant technical advances with suppliers to unlock the supply of high-quality recycled plastic, our Wonder Wash laundry detergent bottles in the UK and Europe, and our Hellmann’s Squeeze bottles in Brazil, now contain up to 100% PCR (excluding lids and caps).	E	Strong	Yes	Supported
Unilever	32	In 2025, we purchased more than 152 kilotonnes of recycled plastic in our packaging as part of these and other initiatives.	E	Strong	Yes	Supported
Unilever	32	In 2025, we collected and processed more plastic than we sold through our purchase of recycled plastic, strategic partnerships and participation in EPR schemes.	E	Vague	No	Vague
Unilever	32	To achieve this, we have expanded partnerships with waste management providers and community-based collection systems, such as those with Lohjinawi and Persada in Indonesia.	E	Vague	No	Vague
Unilever	32	We continue to improve recyclability in practice and further increase access to recycled content through advocacy and targeted investments.	E	Future Promise	No	Unsubstantiated
Unilever	32	For example, through Circulate Capital’s Ocean Fund, we are investing in waste collection infrastructure in places like India, Indonesia and Latin America.	E	Vague	No	Vague
Unilever	32	We are continuing to develop next-generation packaging solutions that are reusable, recyclable or compostable, while reducing the virgin plastic we use.	E	Vague	No	Vague
Unilever	32	Our Packaging R&D team is actively developing new flexible packaging materials that are recyclable and/or compostable, and in 2026 we will update our targets to increase focus on our transition to paper-based flexible packaging.	E	Future Promise	No	Unsubstantiated
Unilever	32	For rigid plastic packaging, in 2025, we focused on increasing the roll-out of reusable plastic packaging.	E	Vague	No	Vague
Unilever	32	For example, in the UK we launched Cif’s Infinite Clean all-in-one spray, which uses a reusable trigger spray that reduces plastic waste by 50%.	E	Strong	Yes	Supported
Unilever	32	We also advocate for coordinated and enabling policy measures, like EPR, to create a level playing field and prevent individual business action on plastic from being uncompetitive.	E	Vague	No	Vague
Unilever	32	In 2025, we supported the creation of the Consumer Goods Forum’s policy guidelines for effective, locally tailored EPR systems in low- and middle-income countries, building on previously published Optimal EPR Principles.	S	Vague	No	Vague
Unilever	32	Waste management, including hazardous waste We drive continuous improvement in waste management at our sites, including hazardous waste, through the Environmental Care Framework Standard (ECFWS).	E	Vague	No	Vague
Unilever	32	Our sites follow a framework to identify and implement actions to address negative waste-related impacts.	E	Vague	No	Vague
Unilever	32	Periodically, sites develop action plans to improve environmental performance, including waste management, and monitor progress throughout the year to ensure the timely closure of actions.	E	Future Promise	No	Unsubstantiated
Unilever	32	In 2024, we introduced a global Waste Standard mandating minimum requirements for managing hazardous and non-hazardous waste at all Unilever sites.	E	Vague	No	Vague
Unilever	32	The standard mandates the application of the waste hierarchy, engaging employees on waste management principles and auditing of our waste service providers.	G	Vague	No	Vague
Unilever	32	To reduce our waste footprint, the standard also requires sites to maintain zero non-hazardous waste from manufacturing to landfill or incineration without energy recovery.	E	Vague	No	Vague
Unilever	32	Unilever has maintained zero non-hazardous waste to landfill since 2015; we consider this to be maintained when less than 0.5% of non-hazardous waste is disposed to landfill.	E	Strong	Yes	Supported
Unilever	32	Our plastic packaging targets focus on the areas we know will have the most impact such as reducing our use of virgin plastic and developing solutions for hard-to-recycle flexible plastic packaging materials, like sachets.	E	Future Promise	No	Unsubstantiated
Unilever	32	We aim to address plastic pollution by reducing our virgin plastic usage and working to keep plastic in circulation.	E	Future Promise	No	Unsubstantiated
Unilever	32	Having reached our 2025 milestone (excluding Ice Cream), PCR will remain an important lever to deliver our virgin plastic reduction goals.	E	Future Promise	No	Unsubstantiated
Unilever	32	In 2025, we also delivered on our target to collect and process more plastic packaging than we sell.	E	Vague	No	Vague
Unilever	32	From 2026, we will increase focus on our transition to paper-based flexible packaging, with the inclusion of a paper flexibles target in our Sustainability Progress Index (SPI).	E	Future Promise	No	Unsubstantiated
Unilever	32	Making progress on our plastics targets is relevant to EPR schemes and plastic taxes or bans; however, we do not set specific targets to manage these.	E	Future Promise	No	Unsubstantiated
Unilever	32	We do not have formal waste targets in place in our own operations.	E	Future Promise	No	Unsubstantiated
Unilever	32	Our global Safety, Health and Environment (SHE) team measures the manufacturing sites’ waste generation and reduction, and site-level plans are developed where improvements are needed.	E	Future Promise	No	Unsubstantiated
Unilever	33	Plastics targets The scope of our plastic packaging targets includes plastic packaging in 26 countries, which account for approximately 82% of Unilever’s sales.	E	Future Promise	Partial	Weak Evidence
Unilever	33	Reduce our virgin plastic footprint by 30% by 2026, and 40% by 2028, from a 2019 baseline; and Use 25% recycled plastic in our packaging by 2025 Virgin plastic packaging is derived from fossil fuels and/or bio-based sources and has not been recycled.	E	Future Promise	Partial	Weak Evidence
Unilever	33	2019 plastic packaging volumes are estimated by country and Business Group, based on the volume of plastic purchased in 26 countries in 2023 and the ratio of 2019 and 2023 total product sales volumes.	E	Strong	Yes	Supported
Unilever	33	100% of our plastic packaging to be reusable, recyclable or compostable by 2030 (for rigids) and 2035 (for flexibles); and Collect and process more plastic packaging than we sell by 2025 Plastic packaging volumes are based on plastic packaging used in products sold.	E	Future Promise	Partial	Weak Evidence
Unilever	33	■Plastic packaging collected through activities directly funded by Unilever, tracked by country through invoices, contracts or other written confirmation from the relevant supplier organisations.	E	Vague	No	Vague
Unilever	33	Bottle collection is excluded to prevent double-counting with post- consumer recycled plastic packaging purchased by Unilever.	E	Vague	No	Vague
Unilever	33	We have increased our use of PCR by 4% compared to 2024, reaching 25% PCR and meeting our 2025 target.	E	Future Promise	Partial	Weak Evidence
Unilever	33	This progress was driven by packaging that introduced or expanded the use of recycled plastics and the demerger of our Ice Cream business, as Ice Cream products typically contain less recycled plastic than other parts of Unilever’s portfolio.	E	Vague	No	Vague
Unilever	33	We also decreased our virgin plastic footprint by 6% compared to 2024, primarily through the expansion of PCR (including and excluding Ice Cream).	E	Strong	Yes	Supported
Unilever	33	This, alongside lightweighting innovations (reducing the mass of plastic components and packaging) and alternative formats that remove plastic from our packaging, remain important levers to reducing virgin plastic.	E	Vague	No	Vague
Unilever	33	Progress against our reusable, recycle or compostable goal remains comparable with prior year; there was a 2% improvement in flexibles resulting from increased sales of recyclable flexibles and updates to recyclability assessments.	E	Future Promise	Partial	Weak Evidence
Unilever	33	Our plastic collection programme is now implemented in 14 countries (2024: 11), the progress of which was supported by long-standing partners and new collaborators.	E	Strong	Yes	Supported
Unilever	34	■Packaging materials include plastic, paper and board, glass and aluminium, and both virgin and secondary materials (materials derived from the recycling of primary materials that are reprocessed and then reused).	E	Vague	No	Vague
Unilever	34	Resource inflows metrics: Products and technical and biological materials used, including secondary materials Measured based on tonnes of raw and packaging materials purchased for Unilever operations and collaborative manufacturing, and water consumed in Unilever operations.	E	Vague	No	Vague
Unilever	34	Resource inflows metrics: Biological materials that are sustainably sourced Measured based on tonnes of biological raw and packaging materials purchased by Unilever.	E	Vague	No	Vague
Unilever	34	(b) Of the total tonnes, 52% (2024: 47%) was raw and packaging materials purchased for Unilever operations and collaborative manufacturing, and 48% was water consumed in operations.	E	Strong	Yes	Supported
Unilever	34	(c) Of the total Ice Cream tonnes, 33% was raw and packaging materials purchased for Unilever operations and collaborative manufacturing, and 67% was water consumed in operations.	E	Strong	Yes	Supported
Unilever	34	Resource Outflows Products and materials Description of resource outflows Resource outflows include consumer products, the packaging materials used to contain or protect them, and waste materials.	E	Vague	No	Vague
Unilever	35	Our plastic packaging actions and ’actual recyclability’ goals are outlined on page 243.	E	Future Promise	No	Unsubstantiated
Unilever	35	Product and material metrics (%) 2025 2024(a) Rate of recyclable content in packaging materials used 80% 78% Ice Cream product and material metrics (%) Rate of recyclable content in packaging materials used 79% — (a) 2024 measured including Ice Cream.	E	Strong	Yes	Supported
Unilever	35	This is based on documentation, provided by waste service providers, which breaks down the type of waste that has been collected, the amount and the waste management route.	E	Vague	No	Vague
Unilever	35	For the remaining sites, representing 2% of volumes, estimates are made for hazardous and non-hazardous waste based on measured sites and site headcount or pallet position.	E	Strong	Yes	Supported
Unilever	36	EU Taxonomy Disclosures OVERVIEW The EU Taxonomy regulation, part of the European Action Plan for Sustainable Finance, aims to direct capital flows into sustainable activities.	E	Future Promise	No	Unsubstantiated
Unilever	36	In preparing our 2025 disclosure, we have followed the guidance provided by the European Union on treating turnover and capital expenditure from disposal groups and discontinued operations.	G	Vague	No	Vague
Unilever	36	We meet the minimum set of criteria with respect to human rights, corruption and bribery, taxation and fair competition.	G	Vague	No	Vague
Unilever	38	We regularly review human rights issues to ensure our approach remains focused on saliency.	S	Vague	No	Vague
Unilever	38	The assessment identified the following as our salient human rights issues: ■Bullying and harassment; ■Discrimination; ■Fair wages and income; ■Forced labour; ■Freedom of association and collective bargaining; ■Health; ■Land rights (including Indigenous Peoples’ rights); and ■Working hours.	S	Vague	No	Vague
Unilever	38	Ensuring product safety is fundamental to our business, and involves evaluating raw materials, product design and development, and manufacturing processes, with special consideration for vulnerable populations where relevant.	S	Vague	No	Vague
Unilever	38	Protected characteristics include race, age, role, gender, gender identity, colour, religion, country of origin, sexual orientation, marital status, dependents, disability, social class, political views or any other class protected by law.	S	Vague	No	Vague
Unilever	39	Providing employees and workers in the value chain with fair wages or incomes, including payment of a living wage, can have a significant impact on their livelihoods.	S	Vague	No	Vague
Unilever	39	Communities connected to the areas where we operate, source and conduct business may be affected by land rights issues.	S	Vague	No	Vague
Unilever	39	In many markets, consumers are increasingly focused on products that combine great taste and health with limited salt, sugar, saturated fats and calories, as well as provide positive nutrition such as proteins, vitamins and minerals, fibre and vegetables.	S	Vague	No	Vague
Unilever	39	Unilever continues to focus on products that respond to these challenges through innovations and investments in sustainable brands, which provides an opportunity to create a competitive advantage and drive revenue growth.	E	Vague	No	Vague
Unilever	39	A fair wage or income supports an individual’s right to adequate living standard and is determined using multiple dimensions, including consideration of the hours worked, the pay systems used, the information workers receive in advance about their pay, and how this information is communicated.	S	Vague	No	Vague
Unilever	40	Unilever’s commitment to respect human rights extends across our operations, value chain, affected communities and consumers.	S	Vague	No	Vague
Unilever	40	■Value chain: Our upstream value chain includes workers employed by our business partners, including manufacturing facilities, laboratories and refineries, professional service providers, agricultural workers and smallholder farmers growing and harvesting crops for use as ingredients in our products.	S	Vague	No	Vague
Unilever	40	Our downstream value chain includes drivers and transport operators who ensure our products reach our customers, and retail employees selling our products to customers.	S	Vague	No	Vague
Unilever	40	As a result, we have not included affected communities as a separate topic within the sustainability statement, as policies, actions, targets and metrics are disclosed with the Approach to Human Rights section.	S	Future Promise	No	Unsubstantiated
Unilever	40	Human rights policies Unilever’s Human Rights Policy Statement sets out our commitment to respect human rights and our approach to embedding its overarching principles throughout our business.	S	Vague	No	Vague
Unilever	40	We initiated a comprehensive review of our sustainability and human rights policy framework in 2025 to ensure alignment with emerging legislation and external benchmark standards.	E	Vague	No	Vague
Unilever	40	■Providing fair and equitable wages that meet or exceed legal or industry standards.	S	Vague	No	Vague
Unilever	40	■Respecting the dignity of the individual and the right of employees to freedom of association and collective bargaining.	S	Vague	No	Vague
Unilever	40	Team leaders have operational responsibility for health and safety in our own workforce and must: ■Establish and maintain appropriate systems; ■Identify and manage hazards and risks; ■Investigate and report all incidents and near misses; and ■Ensure appropriate communications and training is provided.	S	Vague	No	Vague
Unilever	40	Implementation of the RPP is guided by the Responsible Sourcing and Business Partnering Code Policy, which ensures that the teams contracting with third parties understand the RPP and consult the Responsible Business team on remediation of issues, such as human rights non-compliances.	G	Vague	No	Vague
Unilever	40	The results determine which business partners require external auditing and specific engagement; for high-risk sites, either a site audit or a desktop assessment verifies supplier compliance with RPP requirements.	G	Vague	No	Vague
Unilever	40	This includes a focus on the rights of Indigenous Peoples and local communities with respect to livelihoods, food security and resources, along with commitments to respect and promote land rights.	S	Vague	No	Vague
Unilever	40	In addition, Unilever’s Principles in Support of Human Rights Defenders outline our commitment to respecting human rights defenders (HRDs).	S	Vague	No	Vague
Unilever	40	These Principles are guided by the UN Declaration on the Right and Responsibility of Individuals, Groups and Organs of Society to Promote and Protect Universally Recognized Human Rights and Fundamental Freedoms, the UNGPs, and the UN Declaration on the Rights of Indigenous Peoples.	S	Vague	No	Vague
Unilever	40	Our commitment to conducting business with integrity while respecting human rights is driven through our COBP and Code Policies, including commitments to our consumers and society.	G	Vague	No	Vague
Unilever	41	Responsibility for our human rights commitment is embedded across all parts of our business.	S	Vague	No	Vague
Unilever	41	Central functions such as Sustainability, Procurement and Legal teams provide guidance and support in addressing our salient human rights issues.	E	Vague	No	Vague
Unilever	41	We also engage with rightsholders via grievance mechanisms to understand concerns and issues and, where appropriate, provide remedy.	S	Vague	No	Vague
Unilever	41	This session provided a platform for open dialogue on emerging human rights issues and trends, and for gathering views and insights on strengthening our approach to HRDD.	S	Vague	No	Vague
Unilever	41	We support independent palm smallholders through the creation of development hubs in partnership with SNV, Forum Konservasi Leuser and World Resources Institute.	S	Vague	No	Vague
Unilever	41	These hubs coordinate activities to improve farm productivity, livelihoods and ecosystems to strengthen incomes, resilience and sustainable market access.	E	Vague	No	Vague
Unilever	41	We also work with partners and peers on the Respecting Indigenous Peoples and Local Communities Rights Affected by Agricultural Production in Indonesia project, aiming to identify and address systemic barriers to land rights, strengthen local mediation capabilities, and co-develop scalable, community-driven solutions.	S	Future Promise	No	Unsubstantiated
Unilever	41	Identifying and assessing human rights risks A multidimensional approach is used to identify potential and actual human rights impacts, incorporating data, risk indicators and insights from a wide range of sources.	S	Vague	No	Vague
Unilever	41	This data is used to estimate the likelihood of impacts and identify areas where further verification, such as desktop or on-the-ground audits, may be required.	G	Vague	No	Vague
Unilever	41	Pre-acquisition, we evaluate policies, processes and management systems to ensure respect for human rights is embedded within the entity’s operations and value chain.	S	Vague	No	Vague
