Company	Page	Claim_Text	ESG_Type	Claim_Type	Evidence_Exists	Risk_Signal	Audit_Verdict	Audit_Category	Audit_ESG	Audit_ClaimType	Audit_Notes
Unilever	17	In addition, we acquired a 14% stake in Lucro Plastecycle Private Limited (Lucro), a leading player in recycled flexible plastics in India, to scale up recycled flexible plastic content in packaging.	E	Strong	Yes	Supported	claim	genuine_result	E	Strong	achieved 14% stake acquisition
Unilever	17	As part of our goal to protect and restore 1 million hectares by 2030, this partnership will increase the adaptive capacity and resilience of coastal communities through integrated management and restoration that positively impacts the area, ecosystem health and sustainable use of mangroves.	E	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	E	Future Promise	1m hectares by 2030 target
Unilever	17	Additionally, we were part of a business coalition calling for Australia to reduce GHG emissions by 75% by 2035 and featured in The Energy and Resources Institute (TERI) and We Mean Business Coalition’s (WMBC) report on India’s 2035 climate target, highlighting corporate leadership.	E	Future Promise	Partial	Weak Evidence	non_claim	activity_report	E	NA	coalition membership and advocacy, not own performance
Unilever	17	■Renewable energy capacity and fossil fuel phase-out: Unilever signed a joint statement coordinated by the RE100, published during the IEA/UK Energy Security Summit, urging ministers and business leaders to prioritise renewables and energy efficiency as pillars of long-term energy security.	E	Vague	No	Vague	non_claim	activity_report	E	NA	signed joint statement; advocacy activity
Unilever	17	Our Bold Plans, Real Impact report underscores renewables as central to achieving resilient energy systems, as well as the phase-out of fossil fuels and their subsidies.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	report opinion on renewables importance
Unilever	17	During COP30, we supported the WMBC’s statement urging governments to commit to a roadmap on the transition away from fossil fuels.	E	Vague	No	Vague	non_claim	activity_report	E	NA	supported advocacy statement, no own-conduct outcome
Unilever	17	We also joined a group of companies committed to trialling Spheres of Influence, a new framework designed by Oxford Net Zero and Futerra to capture corporate action on climate that goes beyond traditional emissions accounting.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	E	NA	joined group trialling framework, no outcome
Unilever	17	■Chemical ingredients: Unilever hosted a policy discussion in Brussels to examine measures advancing the transition to sustainable chemicals in Europe.	E	Vague	No	Vague	non_claim	activity_report	E	NA	hosted policy discussion, event only
Unilever	17	We continued to engage with the Indian government, chairing the Material Transition Working Group of the Resource Efficiency and Circular Economy Industry Coalition (RECEIC).	E	Vague	No	Vague	non_claim	activity_report	E	NA	engagement and membership, no stated outcome
Unilever	18	Inventories aligned to the scope of our net zero ambition and 2030 climate targets are subsets of the total inventory.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	inventory scope explanation
Unilever	18	As part of our critical assumptions for setting our GHG emission reduction targets, our 2030 modelled outcomes include our 2030 growth trajectories and reflect the expected technology advances, product formulation changes and portfolio shifts in the period.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	target-setting assumptions, not performance
Unilever	18	This will be assessed for scope 1, 2 and 3 in 2026 following the demerger.	E	Future Promise	No	Unsubstantiated	non_claim	anaphoric_fragment	E	NA	referent of This unknown standalone
Unilever	18	To meet our targets, our actions must deliver the planned reduction in our baseline emissions as well as a 100% reduction in additional emissions from product volume growth between the baseline year and 2030.	E	Future Promise	Partial	Weak Evidence	non_claim	methodology_definition	E	NA	target-arithmetic explanation, not a commitment
Unilever	18	We have plans in place to cover 100% of our emissions in scope of our scope 1 and 2 target through three priority decarbonisation levers: thermal and electrical energy, renewable power and refrigeration.	E	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	E	Future Promise	plan coverage asserted, reductions still future
Unilever	18	Our current actions only partially address the total emissions in scope of our scope 3 target.	E	Future Promise	No	Unsubstantiated	claim	genuine_property	E	Vague	negative self-assessment of gap, unmeasured
Unilever	18	Of the identified plans, we expect the most material reductions to come from scope 3 E&I and FLAG emissions related to raw materials and ingredients.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	expectation about reduction sources, not firm target
Unilever	18	(b) The scaling and innovation gap represents the amount of GHG emissions for which we need to develop new or scale existing solutions.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	footnote term definition
Unilever	18	The demerger of our Ice Cream business has had a marginal impact on our scope 1 and 2 target, with performance slightly lagging that of the rest of Unilever.	E	Future Promise	No	Unsubstantiated	claim	genuine_result	E	Vague	qualitative demerger impact, unmeasured
Unilever	19	Allocation is not performed for categories that represent <5% of total emissions, except for Category 13: Downstream leased assets where emissions are allocated in full since they relate to ice cream cabinets.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	allocation rule; 5% is parameter, not performance
Unilever	19	Scope 3 E&I: The reduction in E&I emissions since 2021 has been driven by a combination of purchased material volume decline, availability of supplier- specific PCFs and improvements in GHG measurement.	E	Vague	No	Vague	claim	genuine_result	E	Strong	reduction since 2021; drivers include measurement changes
Unilever	19	We expect progress against our E&I target to be challenging given the significant contribution from the petrochemicals sector and end-of-life emissions from surfactants.	E	Future Promise	No	Unsubstantiated	non_claim	risk_condition	E	NA	expected difficulty, not commitment
Unilever	19	Scope 3 FLAG: The good progress we have made in reducing our FLAG emissions since 2021 has been driven by several factors, including improved data relating to the GHG impact of our deforestation-free sourcing programme for palm oil and the availability of supplier-specific PCFs.	E	Vague	No	Vague	claim	genuine_result	E	Strong	progress since 2021; partly improved data
Unilever	19	While separate product-level modelling provides an indication of the potential GHG impact of reformulation initiatives, isolating these effects in our annual GHG results is an area we aim to progress in future years.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	measurement-isolation limitation, reporting aim
Unilever	20	Ingredients and packaging purchased by Unilever include emissions generated from production and transportation from ’cradle to gate’ (farming/ mining of raw materials to delivery at Unilever).	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	cradle-to-gate scope definition
Unilever	20	Emission factors for ingredients and packaging purchased by Unilever are obtained from two external sources: 1.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	emission-factor sourcing; truncated
Unilever	20	Emission category 10 (Processing of sold products) and Emission category 15 (Investments) are not reported as they are not material.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	materiality-based reporting exclusion
Unilever	21	Allocation is not performed for categories that represent < 5% of total emissions, except for Category 13: Downstream leased assets where emissions are allocated in full since they relate to ice cream cabinets.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	duplicate allocation rule; parameter number
Unilever	21	While we continue to deliver underlying reductions in direct emissions through these interventions, our scope 1 emissions have increased due to the reclassification of some on-site, third-party-produced utilities from scope 2 to scope 1.	E	Vague	Partial	Weak Evidence	claim	genuine_result	E	Vague	mixed: unmeasured reductions plus reclassification-driven increase
Unilever	21	Scope 2 emissions have further decreased as we are now sourcing EACs for smaller offices and warehouses.	E	Vague	No	Vague	claim	genuine_result	E	Strong	achieved decrease via EAC procurement
Unilever	21	Our overall scope 3 emissions have reduced by 5% versus the previous year (including Ice Cream).	E	Strong	Yes	Supported	claim	genuine_result	E	Strong	5% year-on-year scope 3 reduction
Unilever	21	The decrease in purchased goods and services emissions is due to factors including a reduction in purchased material volumes and availability of supplier-specific PCFs.	E	Vague	No	Vague	claim	genuine_result	E	Strong	achieved decrease; attribution includes data availability
Unilever	21	Scope 3 emissions have increased for upstream transportation and distribution (logistics), primarily due to the update of in-year emission factors.	E	Vague	No	Vague	claim	genuine_result	E	Strong	adverse increase, driven by emission-factor update
Unilever	22	Energy consumption and mix Energy sourced from within the organisational boundary is not counted under ’purchased or acquired’ energy.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	energy accounting definition, header prefixed
Unilever	22	EACs are market-based instruments that authenticate the proportion of energy generated from renewable sources procured by consumers, including Renewable Energy Certificates (RECs), International Renewable Energy Certificates (IRECs), and European Guarantees of Origin (GOs).	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	EAC instrument definition
Unilever	22	A small number of manufacturing sites generate electricity, heat and steam, which is classified as renewable energy if it is from a renewable source.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	renewable classification rule, no performance
Unilever	23	gas-fired on-site CHP) 10% 8% Purchased non-renewable electricity (e.g.	E	Strong	Yes	Supported	non_claim	table_fragment	E	NA	shredded table row
Unilever	23	GHG removals, and GHG mitigation projects financed through carbon credits Unilever will not purchase carbon credits to meet our near-term targets.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	no-offsets commitment; header text prefixed
Unilever	23	When any of our brands do purchase carbon credits, this is considered ’beyond value chain mitigation’ and does not contribute to the achievement of Unilever’s near-term GHG reduction targets.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	carbon-credit accounting classification rule
Unilever	23	In 2025, one of our Wellbeing brands made consumer-facing claims with reference to scope 1 and 2 carbon neutrality through purchase of carbon credits, and one of our Prestige brands also purchased carbon credits.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	E	NA	reports brand credit purchases, no outcome asserted
Unilever	23	In addition, while the focus of our CTAP is on emissions reductions within our value chain, we will seek to balance any unabated emissions within the scope of our net zero 2039 ambition with the same volume of purchased carbon removals from 2039.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	balance unabated emissions with removals from 2039
Unilever	24	These practices reduce and prevent pollutant emissions and releases to air, land and water.	E	Vague	No	Vague	non_claim	anaphoric_fragment	E	NA	undefined referent, generic benefit
Unilever	24	Actions Within our own operations, Unilever drives continual improvement in relation to pollution through the ECFWS.	E	Vague	No	Vague	claim	genuine_property	E	Vague	asserted improvement via programme, unmeasured
Unilever	24	UMS training and guidance provide a framework for measurement and reporting that supports the identification and reduction of harmful materials.	S	Vague	No	Vague	non_claim	activity_report	E	NA	framework supports reduction, no outcome
Unilever	24	Sites periodically develop action plans to improve environmental performance, including pollution control.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	E	NA	plans exist, no stated outcome
Unilever	24	In 2025, we launched a new global wastewater standard that defines limits for direct discharge of total organic carbon (COD) to the environment.	E	Vague	No	Vague	claim	genuine_property	E	Vague	achieved standard launch, no measured outcome
Unilever	24	We also require suppliers to have management plans for irrigation, pesticide and fertiliser use to avoid contamination and prevent damage to soils, ecosystems and waterways.	E	Future Promise	No	Unsubstantiated	claim	genuine_property	E	Vague	supplier requirement as own conduct
Unilever	24	Our commitment to producing environmentally safe products is core to our decision-making on ingredient use.	E	Vague	No	Vague	claim	genuine_commitment	E	Vague	own commitment, unmeasured
Unilever	24	METRICS AND TARGETS Targets Unilever does not have formal targets for pollution emissions defined at a global level.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	absence-of-targets disclosure
Unilever	25	Where laboratory results are below the detection limit, 50% of the detection limit is used in the calculations.	S	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	parameter number, not performance
Unilever	25	Estimations make up circa 79% of the remaining reported pollutant emissions (2024: 94%).	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	data-estimation share, not performance
Unilever	25	These differences are expected and have arisen as a result of key improvements in the accuracy and completeness of data collected from sampling, including more precise reporting at sites and more accurate identification of emission point types.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	restatement/data-accuracy explanation
Unilever	25	(c) Mercury in water (<0.05t) and total phosphorous in soil (17t), have been removed from our reported pollutants as they are below the reporting threshold in 2025 and not considered potentially near or above threshold levels.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	reporting-threshold exclusion, not performance
Unilever	26	Actions Water consumption Within our manufacturing operations, we drive continuous improvement through the implementation and monitoring of site-level water management plans.	E	Future Promise	No	Unsubstantiated	claim	genuine_property	E	Vague	asserted improvement via plans, unmeasured
Unilever	26	We seek to minimise water abstraction from shared resources per tonne of production, including reusing and recycling freshwater wherever practical.	E	Vague	No	Vague	claim	genuine_commitment	E	Vague	seek-to effort, no target
Unilever	26	Programmes focus on reducing the water footprint inside factories or replenishing water resources in the surrounding river basin.	E	Vague	No	Vague	non_claim	activity_report	E	NA	programme focus, no outcome
Unilever	26	■In 2026, we will continue to onboard new sites in support of our target to implement water stewardship programmes in 100 locations in water- stressed areas by 2030.	G	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	engine said G; water stewardship is E
Unilever	26	Reducing product demand To respond to changes in water access, we invest in water-smart products and formulations that deliver superior performance to our customers even in countries with high water stress.	E	Vague	No	Vague	non_claim	risk_condition	E	NA	adaptation; stated outcome is product performance
Unilever	26	METRICS AND TARGETS Targets We do not have formal targets on water withdrawal in our own operations or upstream value chain.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	absence-of-targets disclosure
Unilever	26	Water withdrawal from our own operations is addressed through our manufacturing processes and measured against local environmental performance targets, rather than global targets.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	explains target/measurement structure
Unilever	26	Further, we do not have targets on water- smart product design.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	absence-of-targets disclosure
Unilever	26	Unilever’s target is to implement water stewardship programmes in 100 locations in water-stressed areas by 2030, in line with our Environmental Policy.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	quantified 2030 target
Unilever	26	In 2026, we will update this target to focus our impact with the aim of implementing stewardship programs for 100% of our production sites located in water-stressed areas by 2030.	E	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	E	Future Promise	planned target update, forward-looking
Unilever	27	For sites where this information is not collected (representing 2% of water consumption), consumption is estimated based on site headcount, pallet positions and proxy data.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	estimation method, not performance
Unilever	27	Unilever sites in areas at water risk, including areas of high water stress, are identified using the World Resources Institute (WRI) Aqueduct Water Risk Atlas tool.	E	Vague	No	Vague	non_claim	activity_report	E	NA	WRI Aqueduct tool use, rubric example
Unilever	27	Water recycled and reused is measured via meter readings (78%) or through a water mass balance (22%) at all manufacturing sites and the majority of logistics and other sites.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	measurement-method shares, not performance
Unilever	28	To reach this conclusion, we identified sites within a 1km radius of biodiversity-sensitive areas to capture Unilever’s likely direct and indirect impacts and allow for comparability across our sites.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	parameter number, not performance
Unilever	28	The selected nature scenarios align with our climate scenarios based on their temperature goals and policy ambitions.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	scenario-selection methodology
Unilever	28	Environmental pressures pose significant risks to supply chain stability and productivity, affecting crop yields, raw material availability and long-term sourcing strategies.	E	Vague	No	Vague	non_claim	risk_condition	E	NA	world condition, business outcome
Unilever	28	These regenerative agriculture programmes build on our sustainable sourcing programmes, strengthening supplier practices and reducing risks linked to agricultural commodity dependence.	E	Vague	No	Vague	non_claim	risk_condition	E	NA	business-resilience outcome per outcome test
Unilever	28	In 2025, we began developing an updated nature strategy in line with the ACT-D (Assess, Commit, Transform, Disclose) framework that seeks to recognise and leverage the interconnected challenges of climate, biodiversity, livelihoods and pollution to ensure an integrated approach.	E	Vague	No	Vague	non_claim	activity_report	E	NA	strategy in development, no outcome
Unilever	28	Unilever does not have a dedicated biodiversity and ecosystem protection policy focused specifically on impacts from operational sites in or near biodiversity-sensitive areas.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	absence-of-policy disclosure
Unilever	29	Actions Our actions and resources focus on four priority strategic areas and address our material nature-related impacts, dependencies and risks.	E	Vague	No	Vague	non_claim	activity_report	E	NA	focus-areas statement, no outcome
Unilever	29	Sustainable sourcing In 2025, we sourced 81% of our key crops sustainably; this includes 19% via purchased sustainability credits.	E	Strong	Yes	Supported	claim	genuine_result	E	Strong	achieved measured 81% sourcing result
Unilever	29	Our goal is to source 95% of our key crops sustainably by 2030.	E	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	E	Future Promise	quantified 2030 goal
Unilever	29	This action incorporates local and Indigenous knowledge and nature-based solutions through the requirements embedded within our SAP.	E	Vague	No	Vague	claim	genuine_property	E	Vague	self-contained despite anaphoric opener; SAP requirements
Unilever	29	Deforestation-free supply chains In 2025, we exceeded 95% purchase volumes of palm oil, paper and board, tea, soy and cocoa as deforestation-free, based on Unilever’s requirements.	G	Strong	Yes	Supported	claim	genuine_result	E	Strong	achieved >95% deforestation-free; header prefix harmless
Unilever	29	This supply chain collaboration enhances our impact and allows us to maintain and grow deforestation- free sources.	E	Vague	No	Vague	non_claim	anaphoric_fragment	E	NA	unresolved 'this collaboration'; generic benefit only
Unilever	29	We have continued to invest in the verification of suppliers against our Independent Verification Protocols, expanding the implementation of our deforestation-free sourcing programme, addressing risk, and ensuring the resilience of our supply chain and supporting ecosystems.	E	Vague	No	Vague	non_claim	activity_report	E	NA	investment activity; resilience outcome fails outcome test
Unilever	29	Our deforestation-free landscape strategy also includes empowerment and inclusion of smallholders in our supply chain, through direct sourcing approaches as well as working across landscapes.	E	Vague	No	Vague	non_claim	activity_report	S	NA	strategy contents description, no outcome
Unilever	29	In 2025, Unilever continued to increase the number of palm oil smallholder farmers across Indonesia trained in sustainable agricultural practices, with around 29,500 trained since January 2024.	E	Vague	No	Vague	claim	genuine_result	S	Strong	29,500 farmers trained, measured
Unilever	29	In addition, as part of our inclusive sourcing initiative, we have now mapped over 55,000 palm smallholder farmers, while further supporting RSPO smallholder certification across our palm supply base.	S	Vague	No	Vague	claim	genuine_result	S	Strong	55,000 farmers mapped, measured
Unilever	29	In 2026, we will further extend our deforestation-free verification programme to additional sources and suppliers, with a particular focus on independent mills.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	2026 verification programme extension
Unilever	29	Here, we actively supported programmes leveraging multi-stakeholder collaboration, such as the Coalition for Sustainable Livelihoods to protect the Leuser Ecosystem and Conservation International in the Tapanuli Selatan region.	S	Vague	No	Vague	non_claim	activity_report	E	NA	supported programmes, no stated outcome
Unilever	29	Specific actions for 2026 include scaling up our Mangrove Initiative for people, climate and nature in Ecuador, which we are delivering with Conservation International, the Green Climate Fund (GCF) and the Government of Ecuador.	E	Vague	No	Vague	claim	genuine_commitment	E	Future Promise	2026 plan to scale Mangrove Initiative
Unilever	29	Policy recommendations, including scaling up incentives in support of regenerative practices, were shared with the Brazilian Government.	G	Vague	No	Vague	non_claim	activity_report	E	NA	advocacy event, recommendations shared
Unilever	29	■Climate Week NYC and COP30: The need to create a regulatory landscape that supports farmers to transition to, and maintain, regenerative approaches was further reinforced at Climate Week NYC and COP30.	E	Vague	No	Vague	non_claim	advocacy_opinion	E	NA	states a regulatory need, event context
Unilever	30	Our sustainable sourcing and regenerative agriculture targets aim to address the impact of ecosystem degradation, potential crop yield reduction, and biodiversity loss or collapse within our value chain.	E	Future Promise	No	Unsubstantiated	non_claim	risk_condition	E	NA	target rationale addressing value-chain risks
Unilever	30	Our protect and restore and no-deforestation targets represent a unified approach to ecosystem intervention, aiming to address biodiversity loss risks and potential regulatory or activist challenges in areas surrounding our value chain.	E	Future Promise	No	Unsubstantiated	non_claim	risk_condition	E	NA	targets address regulatory/activist risk, business protection
Unilever	30	After achieving 97.5% deforestation-free sourcing of our five primary deforestation-linked commodities (palm oil, paper and board, tea, soy and cocoa) in 2023, we set a new goal to maintain 95% deforestation-free sourcing.	G	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	E	Future Promise	mixed: achieved 97.5% plus new 95% goal
Unilever	30	Target-setting was informed by, but not aligned with, the Kunming-Montreal Global Biodiversity Framework, and all our targets can be allocated to the avoidance, minimisation, restoration, and rehabilitation layers of the mitigation hierarchy.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	target-setting framework explanation
Unilever	30	Measuring performance against this target includes the partial use of credits to address the unavailability of physically sustainable (certified) sources in some markets.	E	Future Promise	Partial	Weak Evidence	non_claim	methodology_definition	E	NA	how performance measurement uses credits
Unilever	30	These credits are compensatory and not associated with providing biodiversity improvements.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	credit definition, not performance
Unilever	30	Maintain no deforestation across our primary deforestation-linked commodities Performance is measured as the percentage of volumes purchased of palm oil, paper and board, tea, soy and cocoa that meet Unilever’s deforestation-free requirements in the period from 1 January to 31 December 2025.	G	Vague	No	Vague	non_claim	methodology_definition	E	NA	target title plus measurement definition
Unilever	31	In addition, we continued to deliver ahead of our goal to maintain 95% purchase volumes as deforestation-free.	E	Future Promise	Partial	Weak Evidence	claim	genuine_result	E	Strong	delivered ahead of 95% goal, past achievement
Unilever	31	Our performance against our sustainable sourcing target is in line with expectation, as there has been a decline in some portfolios (dairy, sugar and cocoa) offset by improvements in others (starches and cereals).	E	Future Promise	No	Unsubstantiated	claim	genuine_result	E	Vague	performance reported without figures
Unilever	31	As the majority of cocoa volumes relate to Ice Cream, we will review the scope of our targets in 2026 and update our key crops accordingly.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	target scope review, administrative
Unilever	31	A Protected Area (PA) is a clearly defined geographical space recognised, dedicated and managed through legal or other effective means to achieve the long-term conservation of nature, along with associated ecosystem services and cultural values.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	Protected Area definition
Unilever	31	We undertook a comprehensive review of our site list to clarify ownership structures and operating status which led to a reduction in the number of sites in scope.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	reporting scope change, not performance
Unilever	32	Our policies in relation to plastic packaging encompass the reduction in our use of virgin plastics, and our policies in relation to hazardous waste encompass waste management.	E	Vague	No	Vague	non_claim	policy_content	E	NA	policy coverage description
Unilever	32	To date, we have driven the majority of our virgin plastic reduction through the use of post-consumer recycled plastic (PCR).	E	Vague	No	Vague	claim	genuine_result	E	Vague	mechanism attribution; reduction unquantified
Unilever	32	We delivered this through close collaboration with our network of PCR suppliers and our Business Groups to increase PCR levels.	S	Vague	No	Vague	non_claim	anaphoric_fragment	E	NA	'delivered this' unresolved; process language
Unilever	32	For example, following significant technical advances with suppliers to unlock the supply of high-quality recycled plastic, our Wonder Wash laundry detergent bottles in the UK and Europe, and our Hellmann’s Squeeze bottles in Brazil, now contain up to 100% PCR (excluding lids and caps).	E	Strong	Yes	Supported	claim	genuine_property	E	Strong	bottles up to 100% PCR, measured
Unilever	32	To achieve this, we have expanded partnerships with waste management providers and community-based collection systems, such as those with Lohjinawi and Persada in Indonesia.	E	Vague	No	Vague	non_claim	activity_report	E	NA	expanded partnerships, no stated outcome
Unilever	32	We continue to improve recyclability in practice and further increase access to recycled content through advocacy and targeted investments.	E	Future Promise	No	Unsubstantiated	claim	genuine_result	E	Vague	ongoing improvement asserted, unmeasured
Unilever	32	For example, through Circulate Capital’s Ocean Fund, we are investing in waste collection infrastructure in places like India, Indonesia and Latin America.	E	Vague	No	Vague	non_claim	activity_report	E	NA	investment example, no outcome
Unilever	32	We are continuing to develop next-generation packaging solutions that are reusable, recyclable or compostable, while reducing the virgin plastic we use.	E	Vague	No	Vague	claim	genuine_result	E	Vague	asserts ongoing virgin plastic reduction, unmeasured
Unilever	32	Our Packaging R&D team is actively developing new flexible packaging materials that are recyclable and/or compostable, and in 2026 we will update our targets to increase focus on our transition to paper-based flexible packaging.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	mixed: R&D activity plus 2026 target update
Unilever	32	For rigid plastic packaging, in 2025, we focused on increasing the roll-out of reusable plastic packaging.	E	Vague	No	Vague	non_claim	activity_report	E	NA	focus area stated, no outcome
Unilever	32	For example, in the UK we launched Cif’s Infinite Clean all-in-one spray, which uses a reusable trigger spray that reduces plastic waste by 50%.	E	Strong	Yes	Supported	claim	genuine_property	E	Strong	product reduces plastic waste 50%
Unilever	32	Waste management, including hazardous waste We drive continuous improvement in waste management at our sites, including hazardous waste, through the Environmental Care Framework Standard (ECFWS).	E	Vague	No	Vague	claim	genuine_property	E	Vague	header prefix; unmeasured operational practice
Unilever	32	Periodically, sites develop action plans to improve environmental performance, including waste management, and monitor progress throughout the year to ensure the timely closure of actions.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	E	NA	management process description, no stated outcome
Unilever	32	To reduce our waste footprint, the standard also requires sites to maintain zero non-hazardous waste from manufacturing to landfill or incineration without energy recovery.	E	Vague	No	Vague	non_claim	policy_content	E	NA	requirement phrased via standard, not as 'we'
Unilever	32	Unilever has maintained zero non-hazardous waste to landfill since 2015; we consider this to be maintained when less than 0.5% of non-hazardous waste is disposed to landfill.	E	Strong	Yes	Supported	claim	genuine_result	E	Strong	mixed: achieved result + threshold definition
Unilever	32	METRICS AND TARGETS Targets Our plastic packaging targets focus on the areas we know will have the most impact such as reducing our use of virgin plastic and developing solutions for hard-to-recycle flexible plastic packaging materials, like sachets.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Vague	describes target focus, unmeasured
Unilever	32	These voluntary targets are in line with Unilever’s Environmental Policy.	E	Future Promise	No	Unsubstantiated	non_claim	alignment_selfref	E	NA	
Unilever	32	We aim to address plastic pollution by reducing our virgin plastic usage and working to keep plastic in circulation.	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Vague	own aim, unmeasured
Unilever	32	Having reached our 2025 milestone (excluding Ice Cream), PCR will remain an important lever to deliver our virgin plastic reduction goals.	E	Future Promise	No	Unsubstantiated	claim	genuine_result	E	Strong	mixed: milestone reached + lever opinion
Unilever	32	In 2025, we also delivered on our target to collect and process more plastic packaging than we sell.	E	Future Promise	No	Unsubstantiated	claim	genuine_result	E	Strong	delivered on target = past achievement
Unilever	32	From 2026, we will increase focus on our transition to paper-based flexible packaging, with the inclusion of a paper flexibles target in our Sustainability Progress Index (SPI).	E	Future Promise	No	Unsubstantiated	claim	genuine_commitment	E	Future Promise	
Unilever	32	Making progress on our plastics targets is relevant to EPR schemes and plastic taxes or bans; however, we do not set specific targets to manage these.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	no-targets disclosure plus regulatory relevance
Unilever	32	We do not have formal waste targets in place in our own operations.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	absence-of-targets disclosure
Unilever	32	Our global Safety, Health and Environment (SHE) team measures the manufacturing sites’ waste generation and reduction, and site-level plans are developed where improvements are needed.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	E	NA	monitoring process, no stated outcome
Unilever	33	Plastics targets The scope of our plastic packaging targets includes plastic packaging in 26 countries, which account for approximately 82% of Unilever’s sales.	E	Future Promise	Partial	Weak Evidence	non_claim	methodology_definition	E	NA	target scope parameters, not performance
Unilever	33	Packaging materials comprise of a range of different plastics, including: ■Rigids – plastic packaging materials that are sturdy, inflexible and maintain their shape even when empty (e.g.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	material definitions, ends mid-fragment
Unilever	33	100% of our plastic packaging to be reusable, recyclable or compostable by 2030 (for rigids) and 2035 (for flexibles); and Collect and process more plastic packaging than we sell by 2025 Plastic packaging volumes are based on plastic packaging used in products sold.	E	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	E	Future Promise	shredded but self-contained dated targets
Unilever	33	We also decreased our virgin plastic footprint by 6% compared to 2024, primarily through the expansion of PCR (including and excluding Ice Cream).	E	Strong	Yes	Supported	claim	genuine_result	E	Strong	
Unilever	33	This, alongside lightweighting innovations (reducing the mass of plastic components and packaging) and alternative formats that remove plastic from our packaging, remain important levers to reducing virgin plastic.	E	Vague	No	Vague	non_claim	advocacy_opinion	E	NA	important-levers opinion
Unilever	33	Progress against our reusable, recycle or compostable goal remains comparable with prior year; there was a 2% improvement in flexibles resulting from increased sales of recyclable flexibles and updates to recyclability assessments.	E	Future Promise	Partial	Weak Evidence	claim	genuine_result	E	Strong	2% improvement partly from assessment updates
Unilever	34	Resource inflows metrics: Products and technical and biological materials used, including secondary materials Measured based on tonnes of raw and packaging materials purchased for Unilever operations and collaborative manufacturing, and water consumed in Unilever operations.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	measurement basis
